-117,100
-97,101
-75,101
-52,104
-30,105
-9,107
14,108
36,107
58,108
81,108
104,109
126,108
147,109
170,109
192,109
214,111
237,112
259,111
282,112
303,111
325,111
347,111
368,111
383,107
370,89
354,73
339,58
322,46
305,34
289,18
273,4
256,-11
240,-26
224,-38
205,-50
188,-65
170,-77
152,-88
134,-101
127,-91
121,-70
118,-50
115,-28
114,-8
113,12
113,32
110,54
107,74
102,95
100,115
98,136
100,157
97,177
100,197
101,219
102,240
105,259
111,281
113,301
114,320
113,340
111,362
111,381
110,399
